learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course
L-02793,12-06-2026,18,1,High School,8.4,3.21,4,4,37.6,N,laptop,instagram,free,2,N,41.2,asked about certificate,0
L-00154,2026-03-28,26,1,High School,5.4,2.27,3,4,18.8,No,mobile,instagram,scholarship,39,N,,duplicate?  check,0
L-02532,2026-05-05,22,2,Bachelors,9.0,4.0,0,3,25.8,1,laptop,youtube,scholarship,31,Y,85.7,duplicate?  check,1
L-01954,2026-03-28,16,tier-2,Masters,7.3,4.13,9,7,98.0,FALSE,mobile,other,scholarship,7,Y,82.4,,1
L-02634,2026-02-09,21,2,HS,10.6,2.71,3,1,60.7,no,laptop,youtube,scholarship,15,No,,n/a,0
L-00767,2026-03-27,23,1,diploma,9.1,3.43,8,1,91.8,Y,MOBILE,other,paid,31,1,77.9,follow up next intake,1
L-01122,2026-06-08,15,T2,High School,5.4,4.25,4,4,34.1,1,desktop,ngo_outreach,paid,17,1,82.6,follow up next intake,1
L-00798,18-01-2026,18,2,Diploma,3.2,4.62,3,2,60.3,No,mobile,instagram,scholarship,20,0,,,0
L-02372,21-03-2026,23,3,diploma,8.1,3.19,0,3,30.1,no,mobile,instagram,paid,50,No,43.9,,0
L-01241,2026-03-15,30,Tier 1,Masters,5.5,0.83,2,3,56.2,No,laptop,ngo_outreach,free,18,Yes,79.2,,1
L-01814,2026-01-14,,T1,Master's,,3.69,0,3,19.9,no,mobile,instagram,scholarship,19,no,43.6,-,0
L-00667,2026-06-05,,1,Bachelors,9.9,5.11,9,2,87.0,1,laptop,instagram,scholarship,6,Y,73.2,,1
L-01965,25/02/2026,16,2,Bachelors,6.5,3.79,4,0,70.9,N,mobile,school_partner,paid,14,FALSE,,,0
L-02461,2026-05-09,300,2,diploma,14.6,0.32,1,0,,0,mobile,ngo_outreach,free,13,No,,,0
L-00373,01-02-2026,25,1,Bachelors,4.5,3.95,4,2,63.3,N,mobile,ngo_outreach,scholarship,3,Yes,78.3,,1
L-02667,2026-04-24,21,2,B.Tech,11.6,6.16,4,8,,N,tablet,friend,free,5,yes,76.5,,1
L-00936,20/06/2026,15,2,Bachelors,5.2,1.54,3,5,55.1,FALSE,notebook,other,free,30,1,82.9,requested extension,1
L-02429,2026-06-22,25,1,Bachelors,3.3,1.4,2,1,27.3,0,MOBILE,instagram,free,32,0,,-,0
L-02731,01-06-2026,26,2,Bachelors,1.0,2.12,0,1,11.0,no,mobile,instagram,free,41,No,,duplicate?  check,0
L-01089,2026-06-14,20,1,Diploma,5.6,3.33,3,1,33.7,N,tablet,instagram,free,19,No,,n/a,0
L-00963,2026-02-26,22,3,High School,10.4,4.13,7,6,71.0,N,laptop,instagram,free,31,Yes,87.9,,1
L-02450,2026-04-24,18,1,Bachelors,1.8,3.69,3,1,,N,phone,school_partner,free,24,N,,duplicate?  check,0
L-00334,2026-05-12,24,tier-3,High School,3.8,1.17,4,1,81.8,no,desktop,instagram,paid,8,yes,83.2,,1
L-00227,2026-01-17,21,3,Bachelors,10.8,2.65,3,4,39.2,0,laptop,friend,paid,21,no,,follow up next intake,0
L-01253,2026-06-20,21,2,High School,1.0,1.48,5,4,68.1,1,Desktop,friend,free,17,0,34.5,,0
L-01277,2026-01-22,18,3,High School,9.2,3.66,2,6,13.7,Yes,laptop,youtube,free,11,No,,,0
L-00301,2026-02-03,25,2,Bachelors,9.6,3.75,2,2,45.1,N,notebook,instagram,free,21,FALSE,62,,0
L-01830,16-02-2026,20,3,bachelor degree,8.2,2.59,7,1,54.4,No,MOBILE,instagram,free,27,no,,,0
L-00731,2026-02-15,22,2,Other,8.8,4.16,3,2,60.0,1,Mobile,youtube,scholarship,20,FALSE,,-,0
L-01574,2026-03-19,28,2,Masters,9.3,4.91,3,0,51.1,N,desktop,friend,free,7,FALSE,,-,0
L-01991,25-01-2026,24,2,bachelors,10.1,5.28,7,2,32.2,TRUE,MOBILE,youtube,free,20,Y,78.0,requested extension,1
L-02762,2026-04-03,20,1,Bachelors,13.5,3.6,8,6,56.7,yes,desktop,instagram,free,27,no,,n/a,0
L-02025,05/02/2026,26,1,bachelors,8.3,4.41,5,10,72.6,N,desktop,instagram,scholarship,19,Yes,83.7,called on phone,1
L-01467,27-05-2026,28,Tier 2,Bachelors,13.6,2.89,6,1,63.5,N,Mobile,ngo_outreach,free,3,TRUE,66.3,requested extension,1
L-01299,2026-05-13,20,3,Bachelors,2.4,1.74,0,1,31.8,N,desktop,instagram,scholarship,19,N,,,0
L-00133,2026-06-14,21,T3,High School,6.4,3.55,6,2,,Y,mobile,ngo_outreach,paid,4,no,,called on phone,0
L-01654,2026-02-24,22,Tier 1,Masters,5.8,1.62,0,4,0.6,N,laptop,friend,paid,31,FALSE,,-,0
L-00304,2026-01-15,20,2,Bachelors,11.1,3.71,2,5,25.8,no,notebook,other,paid,12,Y,65.0,,1
L-00720,2026-06-09,18,1,High-School,4.1,,2,1,56.4,FALSE,mobile,instagram,paid,31,FALSE,,-,0
L-00077,2026-04-21,24,tier-1,High School,6.5,3.22,5,1,56.5,No,desktop,instagram,scholarship,17,N,,,0
L-00585,07/02/2026,21,Tier 2,Bachelors,10.3,1.35,6,3,58.4,0,laptop,ngo_outreach,free,14,yes,76.4,,1
L-02279,2026-02-18,,2,Bachelors,,2.43,1,6,83.0,No,laptop,youtube,free,30,Y,,,0
L-02311,2026-03-13,19,1,B.Tech,9.4,4.07,6,3,,FALSE,mobile,instagram,free,9,No,41.0,n/a,0
L-00817,2026-02-25,22,3,HS,9.8,3.94,7,8,59.6,N,mobile,friend,free,19,Yes,74.2,called on phone,1
L-00397,2026-01-13,,1,High School,5.4,,4,6,31.6,FALSE,mobile,school_partner,free,42,N,,n/a,0
L-01915,2026-01-04,23,1,Diploma,,0.51,0,3,0.0,no,mobile,friend,free,38,FALSE,,called on phone,0
L-02572,25/04/2026,16,1,Diploma,12.4,1.21,3,4,15.5,TRUE,mobile,instagram,paid,22,FALSE,36.2,,0
L-02712,2026-04-18,22,1,Bachelors,5.6,3.4,4,6,110.1,1,phone,youtube,free,23,0,,,0
L-02391,18-06-2026,15,3,High School,5.0,0.14,0,0,0.0,0,MOBILE,ngo_outreach,free,23,0,46.1,,0
L-01633,2026-01-17,19,2,M.Sc,7.4,3.35,2,1,4.7,no,laptop,friend,scholarship,18,FALSE,,asked about certificate,0
L-00579,2026-04-21,22,1,DIPLOMA,5.3,3.62,3,1,72.4,no,mobile,school_partner,free,15,Y,81.0,,1
L-01594,2026-02-23,17,1,Bachelors,7.5,4.09,3,4,65.9,FALSE,mobile,instagram,scholarship,12,Yes,55.3,-,1
L-01517,2026-03-02,20,1,High School,5.8,2.49,5,1,47.2,N,laptop,instagram,free,0,N,,,0
L-02212,2026-04-05,17,2,High School,1.7,3.85,4,6,53.0,TRUE,mobile,instagram,free,9,no,75.0,follow up next intake,1
L-01187,2026-02-13,19,Tier 3,High School,4.6,2.2,4,3,15.8,1,laptop,ngo_outreach,free,6,0,,asked about certificate,0
L-00917,2026-02-03,25,3,highschool,7.7,2.82,3,4,55.3,No,tablet,ngo_outreach,paid,2,1,71.2,,1
L-00105,2026-06-17,25,T2,Bachelors,8.7,4.63,2,4,44.8,N,mobile,youtube,scholarship,7,0,,requested extension,0
L-00495,04-04-2026,22,3,High School,6.8,5.23,7,2,79.5,1,MOBILE,instagram,scholarship,2,TRUE,75.9,,1
L-02265,2026-01-27,28,3,High School,3.2,4.16,1,3,36.4,FALSE,phone,youtube,free,20,no,,asked about certificate,0
L-01588,2026-02-17,21,2,Diploma,1.0,2.93,3,4,68.3,FALSE,laptop,friend,scholarship,14,yes,84.6,requested extension,1
L-02730,19-01-2026,25,tier-2,High School,8.5,4.28,5,2,48.7,no,Mobile,instagram,paid,11,TRUE,80.0,-,1
L-01646,2026-04-16,17,tier-2,Bachelors,4.0,3.39,8,3,53.2,Y,laptop,other,free,16,FALSE,,,0
L-02237,2026-03-10,19,Tier 2,Bachelors,8.8,3.12,8,8,34.2,No,mobile,ngo_outreach,free,18,N,51.2,-,0
L-01708,2026-04-27,21,1,High School,4.5,0.0,4,5,8.8,Y,mobile,school_partner,scholarship,38,No,,requested extension,0
L-00856,2026-01-22,,3,Bachelors,,3.19,2,1,40.8,TRUE,mobile,youtube,paid,31,No,,,0
L-01159,2026-03-18,16,1,High School,6.6,0.3,5,5,45.3,Yes,mobile,instagram,scholarship,13,yes,66.1,,1
L-00202,2026-06-23,22,2,Other,3.9,3.43,4,3,73.8,yes,mobile,instagram,scholarship,20,1,85.0,n/a,1
L-01879,2026-01-06,16,1,highschool,10.6,2.12,4,7,32.1,Y,desktop,instagram,scholarship,59,FALSE,,requested extension,0
L-01817,2026-04-04,21,Tier 2,B.Tech,4.9,3.45,6,3,58.1,No,notebook,school_partner,free,30,TRUE,97.3,follow up next intake,1
L-00496,2026-04-16,23,2,Bachelors,7.8,1.66,1,5,74.3,N,laptop,youtube,scholarship,19,No,,asked about certificate,0
L-02409,24/06/2026,24,2,Bachelors,10.1,4.18,0,2,41.1,Yes,desktop,youtube,paid,34,no,44.5,,0
L-02645,2026-03-16,24,1,Other,11.0,4.39,5,3,40.5,1,mobile,school_partner,free,24,no,,,0
L-00412,2026-05-27,29,2,High School,11.6,4.04,4,4,57.3,FALSE,mobile,youtube,paid,20,Y,100.0,follow up next intake,1
L-01495,2026-06-21,15,,Masters,5.7,2.13,2,1,45.2,no,laptop,instagram,scholarship,32,TRUE,66.7,requested extension,1
L-02176,2026-06-19,35,Tier 2,Bachelors,4.5,4.12,5,1,97.7,FALSE,laptop,ngo_outreach,scholarship,4,Y,72.5,,1
L-00531,2026-01-07,21,tier-2,highschool,7.3,4.25,4,3,33.2,1,laptop,school_partner,free,22,TRUE,80.5,called on phone,1
L-02699,14-05-2026,24,T1,Bachelors,9.6,0.7,0,0,26.1,TRUE,laptop,school_partner,paid,25,No,,,0
L-01297,2026-01-16,22,T1,DIPLOMA,8.1,2.12,1,5,0.0,Y,desktop,youtube,free,21,0,,,0
L-01831,2026-05-18,24,1,Diploma,8.5,3.07,0,1,17.2,N,desktop,instagram,free,12,FALSE,,follow up next intake,0
L-00123,2026-03-10,22,2,Diploma,3.1,3.67,4,0,80.0,N,mobile,youtube,scholarship,13,1,74.3,n/a,1
L-01012,2026-01-21,21,3,M.Sc,9.2,0.19,2,7,0.0,no,mobile,friend,scholarship,32,0,,,0
L-02187,28-01-2026,26,1,Bachelors,,1.72,4,1,17.0,no,laptop,school_partner,scholarship,19,No,,,0
L-00544,2026-06-27,18,Tier 3,Bachelors,6.1,2.2,1,3,63.1,Y,laptop,school_partner,free,26,No,,,0
L-00964,2026-01-24,31,1,High-School,7.8,2.75,2,2,18.4,1,mobile,school_partner,scholarship,15,0,,,0
L-00717,2026-04-01,20,Tier 1,Bachelors,8.1,2.54,4,2,66.1,FALSE,laptop,instagram,scholarship,19,1,72.5,asked about certificate,1
L-00890,2026-01-21,21,3,unknown,9.4,1.41,0,3,38.0,Y,mobile,friend,scholarship,32,0,,follow up next intake,0
L-01949,2026-05-15,18,2,Bachelors,10.2,,3,4,26.5,No,laptop,school_partner,scholarship,30,FALSE,,,0
L-01533,02-01-2026,21,3,High School,2.9,1.32,2,5,11.1,Y,laptop,instagram,paid,25,0,,requested extension,0
L-02056,2026-05-10,20,T2,Bachelors,6.6,0.44,0,2,11.0,TRUE,Mobile,instagram,free,11,N,,asked about certificate,0
L-00618,05/04/2026,25,2,High School,7.1,0.65,0,1,33.9,N,desktop,school_partner,scholarship,34,FALSE,,requested extension,0
L-01775,15-02-2026,27,3,Bachelors,6.2,4.6,2,5,53.8,yes,mobile,friend,free,15,FALSE,,,0
L-00880,11-06-2026,19,3,M.Sc,5.9,3.86,5,1,79.4,Y,tablet,school_partner,free,11,1,75.1,,1
L-01692,2026-02-12,18,1,Other,2.6,2.24,3,6,61.8,,MOBILE,instagram,free,1,0,,requested extension,0
L-01118,2026-01-28,15,2,Other,11.1,4.84,9,7,67.0,yes,mobile,ngo_outreach,free,10,yes,74.2,,1
L-00302,2026-06-21,21,1,High School,7.3,1.67,0,1,41.2,TRUE,mobile,instagram,free,17,No,,-,0
L-00326,03/03/2026,15,1,Other,7.7,3.53,6,6,27.1,Yes,tablet,ngo_outreach,free,35,FALSE,35.3,asked about certificate,0
L-02111,2026-05-19,23,3,High School,11.2,5.76,4,2,83.1,No,mobile,school_partner,free,23,yes,65.3,,1
L-00819,2026-02-27,20,Tier 2,other,9.7,5.34,8,0,44.1,FALSE,laptop,friend,free,14,No,,asked about certificate,0
L-00711,2026-02-04,25,1,Diploma,10.7,2.91,1,1,19.6,yes,mobile,instagram,paid,39,No,40.4,-,0
L-01846,2026-04-06,21,3,Diploma,5.0,4.96,6,14,85.2,Y,MOBILE,instagram,paid,14,yes,88.7,n/a,1
L-02406,2026-04-01,30,1,Diploma,7.6,1.84,0,1,10.7,FALSE,desktop,youtube,free,38,no,,,0
L-01073,14-03-2026,19,1,Bachelors,9.8,5.56,6,10,70.7,no,desktop,friend,scholarship,4,Yes,81.0,duplicate?  check,1
L-00222,2026-06-23,29,2,bachelors,6.2,3.66,4,4,,no,notebook,school_partner,scholarship,16,Y,71.8,requested extension,1
L-02398,2026-01-16,15,3,high school,2.4,2.38,2,2,31.3,N,mobile,instagram,free,39,No,,,0
L-00842,2026-05-14,300,2,Diploma,11.5,2.61,3,0,23.1,Y,laptop,ngo_outreach,free,44,no,,called on phone,0
L-01811,2026-04-15,20,tier-1,Bachelors,8.2,1.22,3,3,50.4,TRUE,notebook,friend,free,1,Yes,86.1,-,1
L-01195,23/04/2026,16,1,bachelor degree,8.4,4.21,4,0,67.0,0,tablet,school_partner,scholarship,15,yes,62.4,follow up next intake,1
L-01690,2026-06-03,20,1,Diploma,9.7,6.75,9,14,98.2,no,mobile,friend,scholarship,25,yes,87.2,,1
L-00702,2026-03-18,23,3,Bachelors,6.7,3.84,7,4,72.5,1,desktop,instagram,paid,15,1,78.7,-,1
L-00360,2026-01-18,25,1,Masters,8.7,1.54,2,2,12.2,No,mobile,other,free,17,No,,,0
L-02138,08-01-2026,25,3,Diploma,8.7,2.52,3,3,40.5,,desktop,instagram,paid,2,no,,duplicate?  check,0
L-01386,24-03-2026,15,3,Masters,9.8,2.78,8,5,69.9,no,laptop,instagram,free,18,Y,69.8,asked about certificate,1
L-02238,28-04-2026,17,1,bachelors,9.5,4.54,4,4,47.5,No,desktop,instagram,free,14,No,,,0
L-02152,24-05-2026,25,T3,Bachelors,14.3,3.91,3,2,58.3,0,mobile,school_partner,scholarship,29,N,50.0,requested extension,0
L-02434,2026-06-10,22,2,Diploma,8.6,3.26,7,1,62.7,TRUE,laptop,school_partner,free,4,Yes,90.0,n/a,1
L-01783,28/01/2026,,1,bachelors,3.5,4.39,1,4,19.8,Y,desktop,other,free,30,FALSE,,,0
L-01288,15-05-2026,17,2,High School,11.1,5.18,6,2,84.5,TRUE,mobile,ngo_outreach,free,25,1,71.5,,1
L-01451,20/02/2026,23,3,Other,8.9,2.12,3,8,62.7,no,mobile,youtube,free,8,TRUE,,called on phone,0
L-02591,2026-03-09,15,2,Diploma,4.7,2.6,2,7,63.9,No,mobile,instagram,paid,4,0,29.0,called on phone,0
L-00885,2026-03-10,25,2,High-School,2.4,3.38,5,5,58.0,FALSE,desktop,friend,scholarship,12,No,,asked about certificate,0
L-02223,2026-06-26,21,1,High School,4.7,2.65,6,2,31.6,FALSE,tablet,instagram,paid,9,yes,68.6,asked about certificate,1
L-01433,2026-02-04,23,3,Diploma,7.9,3.62,10,6,100.0,FALSE,laptop,instagram,free,1,yes,69.6,,1
L-01423,19-03-2026,22,1,Bachelors,9.6,4.24,5,3,78.4,yes,ipad,school_partner,scholarship,18,1,81.2,called on phone,1
L-01447,2026-06-09,17,1,High School,,4.4,9,4,31.5,N,phone,instagram,scholarship,3,Y,67.9,n/a,1
L-00237,2026-05-09,24,1,High School,4.0,3.04,4,0,33.5,Y,mobile,instagram,scholarship,27,TRUE,75.8,,1
L-02001,19-06-2026,23,3,Bachelors,8.7,5.26,8,0,,N,mobile,school_partner,free,8,Y,67.0,n/a,1
L-01924,2026-06-08,21,1,High School,13.1,5.41,10,7,47.9,Yes,desktop,friend,paid,4,Y,77.5,duplicate?  check,1
L-01873,2026-01-18,26,2,Diploma,4.8,3.38,2,5,78.0,no,mobile,school_partner,paid,18,0,,,0
L-02632,2026-05-21,,1,Diploma,4.8,4.77,7,5,71.2,No,laptop,instagram,free,3,Y,92.8,,1
L-01312,06-03-2026,19,Tier 2,Masters,8.7,5.46,3,7,46.0,0,laptop,instagram,free,11,N,,,0
L-00601,28-05-2026,18,2,Other,3.6,1.67,1,0,31.1,No,mobile,friend,free,21,no,,,0
L-01295,2026-01-04,18,2,Bachelors,8.4,1.64,5,4,29.6,1,PC,school_partner,free,26,Y,86.9,-,1
L-00299,16-02-2026,15,2,B.Tech,7.9,2.57,6,3,25.6,Yes,laptop,school_partner,paid,28,N,,,0
L-00082,2026-01-16,28,2,Bachelors,8.6,2.13,5,5,40.8,yes,desktop,instagram,scholarship,25,Yes,83.0,duplicate?  check,1
L-01739,27/01/2026,21,3,Diploma,3.5,3.24,3,6,51.2,FALSE,phone,instagram,free,18,No,,n/a,0
L-01696,2026-03-21,21,2,HS,4.7,2.55,3,0,74.0,TRUE,laptop,ngo_outreach,scholarship,40,no,,duplicate?  check,0
L-00250,2026-04-07,25,T2,Masters,5.2,0.53,1,2,,,mobile,school_partner,scholarship,28,FALSE,,,0
L-00854,18-02-2026,25,2,Diploma,1.0,2.95,6,2,70.4,N,desktop,ngo_outreach,free,19,yes,81.0,duplicate?  check,1
L-01884,2026-05-13,23,3,Bachelors,5.2,4.45,3,6,41.8,no,mobile,school_partner,scholarship,8,0,54.5,called on phone,0
L-00031,01-05-2026,20,1,High School,7.9,2.33,7,4,51.2,N,Laptop,instagram,scholarship,11,no,,,0
L-01642,02-01-2026,17,1,Master's,11.3,0.18,6,1,45.0,No,laptop,friend,scholarship,20,no,48.0,asked about certificate,0
L-01700,2026-05-19,16,1,Other,8.4,3.45,1,4,44.9,Y,tablet,instagram,paid,21,N,,duplicate?  check,0
L-02760,11/05/2026,20,1,High School,5.2,2.83,7,3,74.8,0,mobile,ngo_outreach,scholarship,31,No,37.0,duplicate?  check,0
L-01711,2026-05-11,18,1,Bachelors,6.7,4.66,6,3,59.0,yes,Mobile,ngo_outreach,free,18,Y,83.8,duplicate?  check,1
L-02027,2026-05-16,15,2,Bachelors,3.6,0.47,3,0,59.5,0,mobile,school_partner,scholarship,30,N,,,0
L-00722,14-02-2026,25,1,Diploma,325.3,4.17,1,1,47.6,1,mobile,ngo_outreach,scholarship,9,N,,asked about certificate,0
L-00919,2026-04-03,0,tier-2,Other,2.3,3.82,4,4,62.3,Yes,phone,instagram,paid,2,No,,,0
L-02382,15-02-2026,28,1,Diploma,4.2,1.37,2,3,44.5,1,tablet,friend,scholarship,33,no,42.1,,0
L-02413,28-05-2026,20,2,Other,,0.75,0,0,3.9,TRUE,laptop,ngo_outreach,paid,38,No,,asked about certificate,0
L-00473,2026-03-20,30,1,Bachelors,7.8,4.1,5,4,61.6,no,Tablet,youtube,free,20,TRUE,69.0,,1
L-01993,18/03/2026,27,1,Masters,12.3,1.92,3,6,,Y,mobile,ngo_outreach,scholarship,14,Y,87.6,,1
L-02006,2026-03-07,18,3,,3.0,1.59,4,2,25.6,No,tablet,school_partner,paid,0,yes,83.5,follow up next intake,1
L-01864,14-05-2026,,3,Diploma,8.4,2.72,5,4,88.4,0,Mobile,youtube,free,6,yes,78.9,,1
L-01490,05/01/2026,21,2,Bachelors,5.9,3.96,4,2,50.0,yes,MOBILE,instagram,free,4,no,,,0
L-02043,09-03-2026,,2,Diploma,14.9,3.92,4,2,56.2,TRUE,desktop,youtube,scholarship,4,no,,requested extension,0
L-01973,2026-02-18,26,3,Masters,5.7,4.77,4,3,85.5,0,mobile,school_partner,paid,20,FALSE,,called on phone,0
L-01160,27-03-2026,20,2,Bachelors,8.9,0.63,0,3,18.3,,mobile,instagram,scholarship,24,No,40.0,duplicate?  check,0
L-02401,2026-06-14,23,tier-2,Bachelors,9.6,,5,3,57.4,TRUE,mobile,instagram,free,3,no,,,0
L-00365,12/06/2026,18,2,,2.3,2.59,3,2,39.9,No,mobile,other,paid,8,No,,duplicate?  check,0
L-02161,2026-02-01,,3,highschool,10.1,2.95,7,3,52.0,TRUE,mobile,school_partner,scholarship,18,TRUE,71.8,,1
L-00589,07-02-2026,19,2,Masters,14.0,3.48,7,1,82.3,No,mobile,instagram,scholarship,3,no,85.7,asked about certificate,1
L-01736,2026-06-14,19,1,Diploma,3.2,1.65,6,2,30.4,FALSE,Desktop,instagram,paid,27,No,35.6,duplicate?  check,0
L-00052,2026-04-16,21,3,,1.0,3.17,4,5,39.7,no,mobile,school_partner,scholarship,30,N,,-,0
L-02357,2026-04-16,26,2,Bachelor's,9.9,3.33,1,1,42.5,yes,tablet,school_partner,scholarship,28,No,,requested extension,0
L-00135,16-02-2026,19,3,Diploma,11.0,4.15,7,8,65.8,1,PC,ngo_outreach,paid,9,Yes,69.4,,1
L-02431,2026-02-13,24,1,High School,11.0,2.65,3,1,109.7,N,laptop,instagram,free,36,N,,,0
L-02616,2026-06-13,17,2,Bachelor's,8.6,2.23,2,3,37.5,no,mobile,friend,scholarship,22,1,88.5,,1
L-00573,2026-04-06,17,1,High School,8.9,0.61,1,6,27.0,0,laptop,youtube,free,41,0,50.2,follow up next intake,0
L-02609,20/03/2026,17,tier-2,High School,7.9,3.32,2,3,53.4,yes,mobile,school_partner,free,22,TRUE,81.2,asked about certificate,1
L-00268,2026-02-22,16,2,Diploma,4.3,0.96,4,3,72.7,Y,desktop,school_partner,free,11,N,,,0
L-00540,2026-03-06,20,1,OTHER,5.9,2.24,6,1,,Y,mobile,friend,free,16,N,61.0,requested extension,0
L-00725,20-03-2026,17,1,Bachelors,6.0,1.68,4,2,54.8,1,mobile,instagram,scholarship,36,N,34.2,,0
L-02054,16-01-2026,17,1,Bachelors,7.3,,3,2,49.3,No,mobile,school_partner,paid,30,FALSE,,,0
L-01840,2026-02-28,19,2,Bachelors,4.3,2.91,0,2,18.6,no,laptop,instagram,paid,8,N,35.4,,0
L-00088,2026-05-13,23,1,High School,4.9,2.95,0,4,54.6,FALSE,mobile,instagram,free,15,FALSE,,,0
L-01743,07-06-2026,23,1,diploma,4.5,5.91,10,8,87.3,FALSE,laptop,friend,scholarship,23,Yes,66.1,,1
L-00939,21-06-2026,15,3,High School,13.8,1.26,4,2,37.1,TRUE,mobile,instagram,free,41,N,,,0
L-00900,14-06-2026,17,1,,,3.0,1,2,19.1,1,mobile,ngo_outreach,free,20,FALSE,,,0
L-00622,2026-05-08,25,Tier 1,Bachelors,2.1,0.7,6,2,42.7,0,mobile,school_partner,paid,8,FALSE,,,0
L-00344,2026-05-16,22,3,Bachelors,5.6,0.24,4,2,37.3,N,Desktop,school_partner,paid,31,FALSE,,-,0
L-00554,2026-06-25,17,3,High School,4.9,2.97,2,2,21.9,0,mobile,instagram,scholarship,46,N,,n/a,0
L-00830,2026-02-02,20,2,High School,7.0,3.56,4,3,7.8,Yes,desktop,other,scholarship,7,Y,89.7,follow up next intake,1
L-00447,2026-03-10,22,3,High School,5.3,0.73,0,1,1.3,Yes,mobile,friend,paid,49,no,,,0
L-01822,11-05-2026,26,2,diploma,6.4,0.0,0,3,1.8,no,Mobile,instagram,free,23,0,,requested extension,0
L-01504,2026-05-25,30,3,High School,4.0,2.57,4,1,32.0,no,laptop,instagram,free,17,0,,follow up next intake,0
L-01326,2026-02-22,22,2,High School,,3.36,5,8,48.0,No,mobile,instagram,free,29,no,,,0
L-02685,01/03/2026,23,2,Bachelors,,1.93,2,0,15.6,yes,mobile,instagram,free,11,no,,,0
L-02734,2026-04-01,15,Tier 2,Bachelors,7.5,2.6,3,6,19.0,FALSE,mobile,friend,scholarship,20,no,,,0
L-00820,11/03/2026,23,3,Masters,7.1,3.69,7,1,56.1,No,laptop,friend,scholarship,19,TRUE,87.3,follow up next intake,1
L-00212,27/04/2026,15,3,High-School,2.1,2.54,4,1,73.1,Yes,mobile,instagram,scholarship,5,0,,n/a,0
L-01559,03/02/2026,19,2,Master's,17.9,2.24,6,6,65.2,1,mobile,instagram,scholarship,6,yes,86.5,-,1
L-02593,2026-06-07,27,tier-2,Bachelor's,9.2,1.03,3,3,61.6,no,mobile,school_partner,paid,11,no,,requested extension,0
L-02520,18-04-2026,19,3,High School,8.1,2.61,9,5,52.5,0,phone,school_partner,free,2,No,49.6,asked about certificate,0
L-01972,2026-01-18,18,2,Bachelors,4.9,2.28,4,9,50.4,1,laptop,instagram,free,30,no,,-,0
L-00949,2026-03-06,23,Tier 2,Masters,4.3,2.72,3,5,29.8,1,Mobile,friend,free,5,0,30.6,requested extension,0
L-01071,12/03/2026,199,tier-3,High School,7.9,2.52,0,2,51.1,yes,mobile,youtube,paid,38,N,,,0
L-00792,2026-02-08,28,3,Bachelors,6.4,3.64,3,2,6.7,TRUE,phone,friend,free,26,0,,n/a,0
L-00207,2026-02-07,25,2,High School,1.5,0.19,1,1,16.2,yes,mobile,instagram,paid,23,FALSE,37.0,,0
L-00874,2026-06-21,18,3,HS,4.4,3.53,3,7,38.8,Y,mobile,youtube,paid,4,1,76.7,n/a,1
L-00457,2026-02-19,17,1,bachelor degree,3.1,2.04,1,6,25.9,0,mobile,youtube,paid,40,0,,n/a,0
L-01643,2026-03-23,29,3,high school,8.4,4.53,0,5,54.9,FALSE,mobile,school_partner,scholarship,22,no,,called on phone,0
L-00892,2026-02-01,23,2,diploma,9.2,2.29,2,6,42.5,0,mobile,school_partner,free,16,0,,called on phone,0
L-00519,25/02/2026,15,3,highschool,9.2,4.56,2,0,69.7,yes,mobile,ngo_outreach,free,29,no,,,0
L-02304,2026-06-13,,1,High School,5.1,3.6,7,1,78.7,no,mobile,school_partner,paid,8,1,97.8,follow up next intake,1
L-00977,2026-04-26,23,1,Other,1.6,3.99,1,3,24.8,N,mobile,instagram,free,28,no,,requested extension,0
L-00309,2026-02-14,22,2,DIPLOMA,8.9,7.0,6,6,79.6,Y,laptop,youtube,scholarship,3,1,80.1,,1
L-02316,15/01/2026,27,3,Diploma,7.1,1.36,0,4,27.5,FALSE,laptop,friend,paid,42,TRUE,,-,0
L-00624,2026-01-28,19,tier-1,Diploma,10.4,5.15,4,7,76.0,FALSE,mobile,friend,scholarship,13,yes,68.4,follow up next intake,1
L-01257,2026-06-28,22,3,DIPLOMA,4.8,3.58,1,1,23.5,Yes,mobile,friend,free,25,FALSE,,-,0
L-01951,2026-04-23,,,Masters,,0.68,2,3,25.4,1,laptop,youtube,free,18,No,,,0
L-01352,2026-05-27,21,3,High School,10.6,3.6,7,1,56.2,N,notebook,instagram,scholarship,6,1,,,0
L-00479,26-02-2026,20,2,Bachelors,6.1,1.99,4,2,47.2,No,phone,youtube,scholarship,27,1,66.7,follow up next intake,1
L-01201,2026-02-22,20,2,Diploma,7.0,3.19,4,0,,no,mobile,school_partner,free,22,N,28.6,asked about certificate,0
L-01082,2026-05-05,21,2,Bachelors,10.4,5.79,3,7,22.1,No,tablet,school_partner,free,12,FALSE,,,0
L-02497,2026-05-11,19,1,Bachelors,4.6,3.73,4,1,35.3,TRUE,Desktop,instagram,scholarship,21,No,,requested extension,0
L-02648,2026-03-05,26,2,Bachelors,3.7,3.8,0,1,62.1,N,mobile,school_partner,scholarship,34,no,,n/a,0
